oslid,csign,Actual,csignLabel,validLabel(T_F),cdli_label
o0027929,http://www.wikidata.org/entity/Q125124148,𒀖×𒊺,CUNEIFORM SIGN AB2 TIMES SHE (𒀖 × 𒊺),,AB2×SZE
o0037884,http://www.wikidata.org/entity/Q125124142,𒀖×𒋡,CUNEIFORM SIGN AB2 TIMES SILA3 (𒀖 × 𒋡),,AB2×SILA3
o0023034,http://www.wikidata.org/entity/Q125124174,𒀖×𒋰,CUNEIFORM SIGN AB2 TIMES TAB (𒀖 × 𒋰),,AB2×TAB
,http://www.wikidata.org/entity/Q123155182,𒀖×𒋻,CUNEIFORM SIGN AB2 TIMES TAR (𒀖 × 𒋻),,AB2×TAR
o0037886,http://www.wikidata.org/entity/Q125124275,𒀖×𒌑,CUNEIFORM SIGN AB2 TIMES U2 (𒀖 × 𒌑),,AB2×U2
,http://www.wikidata.org/entity/Q123119491,𒀖𒋺,CUNEIFORM SIGN AB2.KID2 (𒀖 & 𒋺),,AB2.KID2
o0000758,http://www.wikidata.org/entity/Q123089114,𒀖𒆪,CUNEIFORM SIGN AB2.KU (𒀖 & 𒆪),,AB2.KU
o0000763,http://www.wikidata.org/entity/Q122936986,𒀖𒊮,CUNEIFORM SIGN AB2.SHA3 (𒀖 & 𒊮),,AB2.SZA3
o0002137,http://www.wikidata.org/entity/Q123087636,𒉣𒈨,CUNEIFORM SIGN ABGAL_X (𒉣 & 𒈨),,
o0002132,http://www.wikidata.org/entity/Q123300383,𒉣𒈨×𒁺,CUNEIFORM SIGN ABRIG ((𒉣 & 𒈨) × 𒁺),,
o0002508,http://www.wikidata.org/entity/Q123119273,𒌓𒉣,CUNEIFORM SIGN ADAB (𒌓 & 𒉣),,
o0001489,http://www.wikidata.org/entity/Q120302151,𒅆𒁾,CUNEIFORM SIGN AGRIG (𒅆 & 𒁾),,
o0001459,http://www.wikidata.org/entity/Q120276281,𒄴𒆜,CUNEIFORM SIGN AH.KASKAL (𒄴 & 𒆜),,
o0001461,http://www.wikidata.org/entity/Q120276423,𒄴𒈨,CUNEIFORM SIGN AH.ME (𒄴 & 𒈨),,
o0031901,http://www.wikidata.org/entity/Q120276601,𒄴𒈨𒌋,CUNEIFORM SIGN AH.ME.U (𒄴 & 𒈨 & 𒌋),,
o0000778,http://www.wikidata.org/entity/Q125124367,𒀝×𒋖,CUNEIFORM SIGN AK TIMES SHITA (𒀝 × 𒋖),,
o0001190,http://www.wikidata.org/entity/Q120270914,𒃰𒋺𒋛,CUNEIFORM SIGN AKKIL (𒃰 & 𒋺 & 𒋛),,
o0027532,http://www.wikidata.org/entity/Q122915271,𒀠@s,CUNEIFORM SIGN AL SHESHIG (𒀠@s),,
o0000655,http://www.wikidata.org/entity/Q122417479,𒀀𒀭,CUNEIFORM SIGN AM3 (𒀀 & 𒀭),,
o0000098,http://www.wikidata.org/entity/Q124821898,𒀫@t,CUNEIFORM SIGN AMAR TENU (𒀫@t),,
,http://www.wikidata.org/entity/Q123155310,𒀖×𒀫,CUNEIFORM SIGN AMAR TIMES TAR (𒀖 × 𒀫),,
o0000837,http://www.wikidata.org/entity/Q122923797,𒀲×𒊩,CUNEIFORM SIGN ANSHE TIMES SAL (𒀲 × 𒊩),,
o0002481,http://www.wikidata.org/entity/Q122530215,𒌓𒀕,CUNEIFORM SIGN ARARMA (𒌓 & 𒀕),,
o0002482,http://www.wikidata.org/entity/Q123182915,𒌓𒀊,CUNEIFORM SIGN ARARMA2 (𒌓 & 𒀊),,
o0000862,http://www.wikidata.org/entity/Q120353881,𒀸𒋩,CUNEIFORM SIGN ASH & SUR (𒀸 & 𒋩),,
o0223363,http://www.wikidata.org/entity/Q122935071,𒀸@t,CUNEIFORM SIGN ASH TENU (𒀸@t),,
o0027589,http://www.wikidata.org/entity/Q122937603,𒀸×𒀸@t,CUNEIFORM SIGN ASH TIMES ASH TENU,,
o0025681,http://www.wikidata.org/entity/Q125124385,𒀸×𒁁,CUNEIFORM SIGN ASH TIMES BAD (𒀸 × 𒁁),,
,http://www.wikidata.org/entity/Q123226036,𒁁/𒁁,CUNEIFORM SIGN BAD OVER BAD  (𒁁 / 𒁁),,
o0027692,http://www.wikidata.org/entity/Q122937863,𒁁×𒀸@t,CUNEIFORM SIGN BAD TIMES ASH TENU (𒁁 × 𒀸@t),,
o0000906,http://www.wikidata.org/entity/Q122925369,𒁇×𒀭,CUNEIFORM SIGN BAR TIMES AN (𒁇 × 𒀭),,
o0037934,http://www.wikidata.org/entity/Q125124438,𒁇×𒂁,CUNEIFORM SIGN BAR TIMES DUG (𒁇 × 𒂁),,
o0018859,http://www.wikidata.org/entity/Q122915326,𒁇×𒋰,CUNEIFORM SIGN BAR TIMES TAB (𒁇 × 𒋰),,
,http://www.wikidata.org/entity/Q123159505,𒁉×𒀸,CUNEIFORM SIGN BI TIMES ASH (𒁉 × 𒀸),,
,http://www.wikidata.org/entity/Q123159537,𒁉×𒊺,CUNEIFORM SIGN BI TIMES SHE (𒁉 × 𒊺),,
o0001383,http://www.wikidata.org/entity/Q122416691,𒄑𒉋,CUNEIFORM SIGN BIL3 (𒄑 & 𒉋),,
o0000127,http://www.wikidata.org/entity/Q124821927,𒁍@t,CUNEIFORM SIGN BU TENU (𒁍@t),,
,http://www.wikidata.org/entity/Q123300440,𒁍×𒁍×𒈿,CUNEIFORM SIGN BU TIMES BU TIMES NA2 (𒁍 × 𒁍 × 𒈿),,
o0031571,http://www.wikidata.org/entity/Q125124448,𒁍×𒂟,CUNEIFORM SIGN BU TIMES ERIN2 (𒁍 × 𒂟),,
,http://www.wikidata.org/entity/Q123155351,𒁍𒀀,CUNEIFORM SIGN BU.A (𒁍 & 𒀀),,
,http://www.wikidata.org/entity/Q123172059,𒁍𒇯,CUNEIFORM SIGN BU.DU6 (𒁍 & 𒇯),,
o0002231,http://www.wikidata.org/entity/Q120264817,𒉽𒉽,CUNEIFORM SIGN BULUG3 (𒉽 & 𒉽),,
o0000130,http://www.wikidata.org/entity/Q121502119,𒉆𒂟,CUNEIFORM SIGN BURU5 (𒉆 & 𒂟),,
o0028140,http://www.wikidata.org/entity/Q125124464,𒁕×𒄕,CUNEIFORM SIGN DA TIMES GISH TENU (𒁕 × 𒄕),,
o0031721,http://www.wikidata.org/entity/Q125124496,𒁖×𒉽,CUNEIFORM SIGN DAG TIMES PAP (𒁖 × 𒉽),,
o0001583,http://www.wikidata.org/entity/Q123172071,𒁍𒆜,CUNEIFORM SIGN DANNA (𒁍 & 𒆜),,
,http://www.wikidata.org/entity/Q123182977,𒁰×𒃸,CUNEIFORM SIGN DARA3 TIMES KAR2 (𒁰 × 𒃸),,
o0027179,http://www.wikidata.org/entity/Q125124509,𒁰×𒈠,CUNEIFORM SIGN DARA3 TIMES MA (𒁰 × 𒈠),,
,http://www.wikidata.org/entity/Q123172114,𒁰×𒊺,CUNEIFORM SIGN DARA3 TIMES SHE (𒁰 × 𒊺),,
,http://www.wikidata.org/entity/Q122808413,𒁴@g,CUNEIFORM SIGN DIM GUNU (𒁴@g),,
o0031646,http://www.wikidata.org/entity/Q125124536,𒁴×𒆕,CUNEIFORM SIGN DIM TIMES KAK (𒁴 × 𒆕),,
o0031873,http://www.wikidata.org/entity/Q125124540,𒁴×𒆳,CUNEIFORM SIGN DIM TIMES KUR (𒁴 × 𒆳),,
o0000977,http://www.wikidata.org/entity/Q125124549,𒁴×𒈦,CUNEIFORM SIGN DIM TIMES MASH (𒁴 × 𒈦),,
o0221963,http://www.wikidata.org/entity/Q125124562,𒁶×𒋢,CUNEIFORM SIGN DIM2 TIMES SU (𒁶 × 𒋢),,
,http://www.wikidata.org/entity/Q120273095,𒊐𒃵,CUNEIFORM SIGN DIM3 (𒊐 &  𒃵),,
o0002257,http://www.wikidata.org/entity/Q120272251,𒊐𒃶,CUNEIFORM SIGN DIM8 (𒊐 &  𒃶),,
o0001915,http://www.wikidata.org/entity/Q120273352,𒈗𒃶,CUNEIFORM SIGN DIM9 (𒈗 & 𒃶),,
o0002006,http://www.wikidata.org/entity/Q120271552,𒈣𒈮,CUNEIFORM SIGN DIMGUL (𒈣 & 𒈮),,
o0027171,http://www.wikidata.org/entity/Q123155535,𒁷@t,CUNEIFORM SIGN DIN TENU (𒁷@t),,
o0031792,http://www.wikidata.org/entity/Q125124577,𒁷×𒊺,CUNEIFORM SIGN DIN TIMES SHE (𒁷 × 𒊺),,
o0002337,http://www.wikidata.org/entity/Q120271766,𒋛𒀀,CUNEIFORM SIGN DIR (𒋛 & 𒀀),,
o0031874,http://www.wikidata.org/entity/Q125124591,𒁹×𒀀,CUNEIFORM SIGN DISH TIMES A (𒁹 × 𒀀),,
,http://www.wikidata.org/entity/Q123168219,𒂁×𒄭@g,CUNEIFORM SIGN DU TIMES HI GUNU (𒂁 × 𒄭@g),,
,http://www.wikidata.org/entity/Q122937055,𒁺×𒆜,CUNEIFORM SIGN DU TIMES KASKAL (𒁺 × 𒆜),,
,http://www.wikidata.org/entity/Q123155555,𒁾×𒁹,CUNEIFORM SIGN DUB TIMES DISH (𒁾 × 𒁹),,
o0001000,http://www.wikidata.org/entity/Q125124616,𒁾×𒆸,CUNEIFORM SIGN DUB TIMES LAGAB (𒁾 × 𒆸),,
,http://www.wikidata.org/entity/Q123155574,𒂁×𒀖,CUNEIFORM SIGN DUG TIMES AB2 (𒂁 × 𒀖),,
,http://www.wikidata.org/entity/Q123226091,𒂁×𒀸×𒆬,CUNEIFORM SIGN DUG TIMES ASH TIMES KU3 (𒂁 × 𒀸 × 𒆬),,
,http://www.wikidata.org/entity/Q123155584,𒂁×𒁀,CUNEIFORM SIGN DUG TIMES BA (𒂁 × 𒁀),,
,http://www.wikidata.org/entity/Q123172286,𒂁×𒁆,CUNEIFORM SIGN DUG TIMES BALAG (𒂁 × 𒁆),,
o0027945,http://www.wikidata.org/entity/Q125093358,𒂁×𒁾,CUNEIFORM SIGN DUG TIMES DUB (𒂁 × 𒁾),,
,http://www.wikidata.org/entity/Q123168263,𒂁×𒃴,CUNEIFORM SIGN DUG TIMES GALAM (𒂁 × 𒃴),,
,http://www.wikidata.org/entity/Q123155829,𒂁×𒉀,CUNEIFORM SIGN DUG TIMES NAGA (𒂁 × 𒉀),,
,http://www.wikidata.org/entity/Q123155881,𒂁×𒊓,CUNEIFORM SIGN DUG TIMES SA (𒂁 × 𒊓),,
,http://www.wikidata.org/entity/Q123262574,𒂁×𒊓×𒄀,CUNEIFORM SIGN DUG TIMES SA TIMES GI (𒂁 × 𒊓 × 𒄀),,
,http://www.wikidata.org/entity/Q123226133,𒂁×𒊺×𒉇,CUNEIFORM SIGN DUG TIMES SHE TIMES NAM2 (𒂁 × 𒊺 × 𒉇),,
o0027949,http://www.wikidata.org/entity/Q125097120,𒂁×𒋚,CUNEIFORM SIGN DUG TIMES SHUBUR (𒂁 × 𒋚),,
,http://www.wikidata.org/entity/Q123155932,𒂁×𒋠,CUNEIFORM SIGN DUG TIMES SIG2 (𒂁 × 𒋠),,
,http://www.wikidata.org/entity/Q123155941,𒂁×𒋦,CUNEIFORM SIGN DUG TIMES SUHUR (𒂁 × 𒋦),,
,http://www.wikidata.org/entity/Q123155990,𒂁×𒋺,CUNEIFORM SIGN DUG TIMES TAK4 (𒂁 × 𒋺),,
,http://www.wikidata.org/entity/Q123155998,𒂁×𒋾,CUNEIFORM SIGN DUG TIMES TI (𒂁 × 𒋾),,
,http://www.wikidata.org/entity/Q123156008,𒂁×𒌑,CUNEIFORM SIGN DUG TIMES U2 (𒂁 × 𒌑),,
,http://www.wikidata.org/entity/Q123262595,𒂁×ZATU764,CUNEIFORM SIGN DUG TIMES ZATU 764 (𒂁 × ZATU 764),,
o0027513,http://www.wikidata.org/entity/Q124833764,𒂃@g,CUNEIFORM SIGN DUH GUNU (𒂃@g),,
o0002468,http://www.wikidata.org/entity/Q120301012,𒌋𒌆,CUNEIFORM SIGN DUL (𒌋 & 𒌆),,
o0000159,http://www.wikidata.org/entity/Q124821959,𒂄@g,CUNEIFORM SIGN DUN GUNU (𒂄@g),,
,http://www.wikidata.org/entity/Q123261259,𒄙,CUNEIFORM SIGN DUR (𒄙),,
o0001850,http://www.wikidata.org/entity/Q123088313,𒇯𒁺,CUNEIFORM SIGN E11 (𒇯 & 𒁺),,
o0037902,http://www.wikidata.org/entity/Q125092567,𒂍×𒀭,CUNEIFORM SIGN E2 TIMES AN (𒂍 × 𒀭),,
o0021192,http://www.wikidata.org/entity/Q122915001,𒂍×𒀸@t,CUNEIFORM SIGN E2 TIMES ASH TENU (𒂍 × 𒀸@t),,
o0001155,http://www.wikidata.org/entity/Q125092622,𒂍×𒁁,CUNEIFORM SIGN E2 TIMES BAD (𒂍 × 𒁁),,
o0027957,http://www.wikidata.org/entity/Q125092682,𒂍×𒈫,CUNEIFORM SIGN E2 TIMES MIN (𒂍 × 𒈫),,
o0031650,http://www.wikidata.org/entity/Q125125738,𒂍×𒊮,CUNEIFORM SIGN E2 TIMES SHA3 (𒂍 × 𒊮),,
o0002488,http://www.wikidata.org/entity/Q122416425,𒌓𒁺,CUNEIFORM SIGN E3 (𒌓 & 𒁺),,
o0002300,http://www.wikidata.org/entity/Q120353287,𒊩𒂠,CUNEIFORM SIGN EGI2 (𒊩 & 𒂠),,
o0000169,http://www.wikidata.org/entity/Q125125689,𒂕@g,CUNEIFORM SIGN EGIR GUNU (𒂕@g),,
o0027661,http://www.wikidata.org/entity/Q122900943,ELLES092,CUNEIFORM SIGN ELLES092,,
o0027663,http://www.wikidata.org/entity/Q122901034,ELLES151,CUNEIFORM SIGN ELLES151,,
o0027664,http://www.wikidata.org/entity/Q122901047,ELLES163,CUNEIFORM SIGN ELLES163,,
o0027666,http://www.wikidata.org/entity/Q122901103,ELLES164,CUNEIFORM SIGN ELLES164,,
o0027668,http://www.wikidata.org/entity/Q122901112,ELLES177,CUNEIFORM SIGN ELLES177,,
o0027670,http://www.wikidata.org/entity/Q122901283,ELLES179,CUNEIFORM SIGN ELLES179,,
o0027672,http://www.wikidata.org/entity/Q122901292,ELLES185,CUNEIFORM SIGN ELLES185,,
o0027674,http://www.wikidata.org/entity/Q122901305,ELLES189,CUNEIFORM SIGN ELLES189,,
o0025799,http://www.wikidata.org/entity/Q122901319,ELLES257,CUNEIFORM SIGN ELLES257,,
o0025800,http://www.wikidata.org/entity/Q122901331,ELLES270,CUNEIFORM SIGN ELLES270,,
o0025802,http://www.wikidata.org/entity/Q122901457,ELLES278,CUNEIFORM SIGN ELLES278,,
o0027676,http://www.wikidata.org/entity/Q122901465,ELLES296,CUNEIFORM SIGN ELLES296,,
o0027678,http://www.wikidata.org/entity/Q122901486,ELLES301,CUNEIFORM SIGN ELLES301,,
o0027680,http://www.wikidata.org/entity/Q122901499,ELLES307b,CUNEIFORM SIGN ELLES307b,,
o0027682,http://www.wikidata.org/entity/Q122901510,ELLES312,CUNEIFORM SIGN ELLES312,,
o0027684,http://www.wikidata.org/entity/Q122901530,ELLES313,CUNEIFORM SIGN ELLES313,,
o0000171,http://www.wikidata.org/entity/Q122901540,ELLES316,CUNEIFORM SIGN ELLES316,,
o0027686,http://www.wikidata.org/entity/Q122901552,ELLES324,CUNEIFORM SIGN ELLES324,,
o0027688,http://www.wikidata.org/entity/Q122901563,ELLES330,CUNEIFORM SIGN ELLES330,,
o0027690,http://www.wikidata.org/entity/Q122901577,ELLES358,CUNEIFORM SIGN ELLES358,,
,http://www.wikidata.org/entity/Q123156200,𒂗@g,CUNEIFORM SIGN EN GUNU (𒂗@g),,
o0027595,http://www.wikidata.org/entity/Q122914887,𒂗×𒀀,CUNEIFORM SIGN EN TIMES A (𒂗 × 𒀀),,
